,Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
9205,The Darkness II,PC,2012.0,Shooter,0.14,77.0,20.0,7.6,448.0,M
9206,Age of Empires: Collector's Edition,PC,2000.0,Strategy,0.14,,,8.0,6.0,T
9207,Agile Warrior F-111X,PS,1995.0,Simulation,0.14,,,,,
9208,Jikkyou Powerful Pro Yakyuu Wii,Wii,2007.0,Sports,0.14,,,,,
9209,Eragon,X360,2006.0,Action,0.14,48.0,32.0,5.7,24.0,T
9210,Dynasty Warriors 7: Empires,PS3,2012.0,Action,0.14,63.0,20.0,8.0,22.0,T
9211,Super Puzzle Fighter II Turbo,PS,1996.0,Puzzle,0.14,83.0,9.0,7.4,5.0,E
9212,Star Wars: Jedi Power Battles,GBA,2002.0,Action,0.14,58.0,8.0,7.13,,T
9213,Scene It? Bright Lights! Big Screen!,Wii,2009.0,Misc,0.14,,,,,
9214,Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC,2002.0,Fighting,0.14,,,,,
9215,Bejeweled 3,X360,,Puzzle,0.14,78.0,13.0,8.4,11.0,E
9216,Space Venus starring Morning Musume,PS2,2001.0,Misc,0.14,,,,,
9217,To Heart,PS,1999.0,Adventure,0.14,,,,,
9218,Let's Cheer,X360,2011.0,Misc,0.14,,,,,
9219,RockMan & Forte,SNES,1998.0,Platform,0.14,,,,,
9220,Doukyuusei,TG16,1995.0,Adventure,0.14,,,,,
9221,Dead Island Definitive Collection,PS4,2016.0,Action,0.14,63.0,32.0,6.4,45.0,M
9222,Dragon Age: Origins - Ultimate Edition,PC,2010.0,Role-Playing,0.14,,,,,
9223,MySims Collection,Wii,2010.0,Misc,0.14,,,7.13,,E
9224,Master Jin Jin's IQ Challenge,DS,2006.0,Misc,0.14,38.0,4.0,7.13,,E
9225,Blazing Angels 2: Secret Missions of WWII,X360,2007.0,Simulation,0.14,72.0,24.0,7.8,12.0,T
9226,The History Channel: Civil War - A Nation Divided,X360,2006.0,Shooter,0.14,,,,,
9227,Rayman Arena,GC,2002.0,Racing,0.14,60.0,10.0,7.2,6.0,E
9228,FIFA 06 Soccer,GC,2005.0,Sports,0.14,,,,,
9229,DmC: Devil May Cry,XOne,2015.0,Action,0.14,,,,,
9230,How to Train Your Dragon,X360,2010.0,Action,0.14,58.0,23.0,7.6,10.0,E10+
9231,Farming Simulator 2012,3DS,2012.0,Action,0.14,,,,,
9232,4x4 EVO 2,GC,2002.0,Racing,0.14,56.0,7.0,7.13,,E
9233,Pro Yakyuu Netsu Star 2006,PS2,2006.0,Sports,0.14,,,,,
9234,Battlefield: Hardline,PC,2015.0,Shooter,0.14,71.0,31.0,3.8,773.0,M
9235,Cyber Sled,PS,1995.0,Action,0.14,,,,,
9236,Puyo Puyo!! 20th Anniversary,DS,2011.0,Puzzle,0.14,,,,,
9237,Shining Soul,GBA,2002.0,Role-Playing,0.14,58.0,13.0,8.5,8.0,E
9238,Brothers: A Tale of Two Sons,PS4,2015.0,Adventure,0.14,81.0,10.0,8.6,73.0,T
9239,Monster Lab,DS,2008.0,Role-Playing,0.14,75.0,8.0,7.13,,E10+
9240,In the Hunt,PS,1995.0,Shooter,0.14,,,,,
9241,Daytona USA Championship Circuit Edition,SAT,1995.0,Racing,0.14,,,,,
9242,Marvel vs. Capcom 2: New Age of Heroes,XB,2002.0,Fighting,0.14,,,,,
9243,SNK vs. Capcom: The Match of the Millennium,PS2,2006.0,Fighting,0.14,,,,,
9244,Dead Rising 2,PC,2010.0,Action,0.14,78.0,17.0,6.3,211.0,M
9245,Paws & Claws: Pet Vet 2,DS,2007.0,Simulation,0.14,,,,,
9246,Ape Escape Academy (jp sales),PSP,2004.0,Misc,0.14,,,,,
9247,Fear Factor: Unleashed,GBA,2004.0,Action,0.14,30.0,15.0,3.0,4.0,T
9248,Hard Rock Casino,PSP,2007.0,Misc,0.14,44.0,8.0,7.13,,T
9249,Robots,DS,2005.0,Action,0.14,,,6.7,6.0,E
9250,Houshinengi,PS,1998.0,Strategy,0.14,,,,,
9251,7th Dragon,DS,2009.0,Role-Playing,0.14,,,,,
9252,Bust-A-Move Deluxe,PSP,2006.0,Puzzle,0.14,67.0,7.0,7.13,,E
9253,Murdered: Soul Suspect,PS3,2014.0,Action,0.14,,,7.1,55.0,M
9254,Pet Pals: Animal Doctor,Wii,2008.0,Simulation,0.14,,,7.13,,E10+
9255,LEGO Island Xtreme Stunts,GBA,2002.0,Racing,0.14,,,,,
9256,Shining Resonance,PS3,2014.0,Role-Playing,0.14,,,,,
9257,Heroes over Europe,X360,2009.0,Simulation,0.14,62.0,39.0,8.1,9.0,T
9258,Alvin and the Chipmunks,DS,2007.0,Misc,0.14,,,7.13,,E
9259,Create,X360,2010.0,Action,0.14,60.0,19.0,5.8,10.0,E
9260,World Soccer Winning Eleven 9 Bonus Pack,PS2,2006.0,Sports,0.14,,,,,
9261,UEFA Euro 2004: Portugal,PS2,2004.0,Sports,0.14,76.0,21.0,6.4,18.0,E
9262,Happy Feet,Wii,2006.0,Action,0.14,46.0,11.0,6.7,16.0,E
9263,Hot Wheels: World Race,GBA,2003.0,Racing,0.14,,,6.2,5.0,E
9264,Major League Baseball 2K8,Wii,2008.0,Sports,0.14,,,,,
9265,Lips: I Love The 80s,X360,2010.0,Misc,0.14,,,,,
9266,NBA Jam,XB,2003.0,Sports,0.14,68.0,17.0,9.1,7.0,E
9267,World Tour Soccer 2002,PS2,2001.0,Sports,0.14,77.0,21.0,7.5,10.0,E
9268,NBA Ballers: Chosen One,PS3,2008.0,Sports,0.14,54.0,23.0,6.5,4.0,E
9269,Nicktoons: MLB,Wii,2011.0,Sports,0.14,,,7.13,,E
9270,NCIS,X360,2011.0,Adventure,0.14,35.0,11.0,4.7,7.0,T
9271,Travel Games For Dummies,DS,2008.0,Misc,0.14,62.0,5.0,7.13,,E
9272,Interactive Sampler Disc 6,PS,1997.0,Misc,0.14,,,,,
9273,Shinobido 2: Tales of the Ninja,PSV,2011.0,Action,0.14,,,,,
9274,Apex,XB,2003.0,Racing,0.14,74.0,26.0,9.1,7.0,E
9275,Kamen Rider Battle: Ganbaride,DS,2010.0,Strategy,0.14,,,,,
9276,Persona 4: Arena Ultimax,PS3,2014.0,Fighting,0.14,84.0,38.0,8.1,85.0,T
9277,Tomb Raider: The Prophecy,GBA,2002.0,Action,0.14,66.0,20.0,8.8,13.0,T
9278,Vampire Night,PS2,2001.0,Shooter,0.14,65.0,18.0,8.0,5.0,T
9279,Valhalla Knights: Eldar Saga,Wii,2009.0,Role-Playing,0.14,35.0,17.0,6.7,19.0,T
9280,Guilty Gear,PS,1998.0,Fighting,0.14,,,,,
9281,Rio,PS3,2011.0,Misc,0.14,65.0,8.0,7.13,,E10+
9282,Scene It? Bright Lights! Big Screen!,X360,2009.0,Misc,0.14,,,,,
9283,World Championship Poker 2: Featuring Howard Lederer,PSP,2005.0,Misc,0.14,65.0,17.0,2.8,17.0,T
9284,BIT.TRIP SAGA,3DS,2011.0,Misc,0.14,75.0,21.0,7.8,24.0,E
9285,Mary-Kate and Ashley: Crush Course,PS,2001.0,Action,0.14,,,,,
9286,NHL Breakaway 98,PS,1996.0,Sports,0.14,,,,,
9287,Where the Wild Things Are,DS,2009.0,Platform,0.14,,,7.13,,E
9288,Metal Slug 7,DS,2008.0,Shooter,0.14,70.0,38.0,7.4,13.0,T
9289,Call of Duty: Infinite Warfare,PC,2016.0,Shooter,0.14,73.0,16.0,3.0,440.0,M
9290,Disney's Cinderella: Magical Dreams,GBA,,Platform,0.14,69.0,7.0,7.13,,E
9291,MotoGP '06,X360,2006.0,Racing,0.14,80.0,50.0,7.7,13.0,E
9292,Tiger Woods PGA Tour 2005,GC,2004.0,Sports,0.14,88.0,18.0,7.13,,E
9293,G.I. Joe: The Rise of Cobra,DS,2009.0,Action,0.14,47.0,16.0,7.5,4.0,E10+
9294,Spider-Man: Edge of Time,DS,2011.0,Action,0.14,50.0,6.0,7.13,,E10+
9295,Gourmet Chef: Cook Your Way to Fame,DS,2008.0,Misc,0.14,,,7.13,,E
9296,Fashion Studio: Paris Collection,DS,2009.0,Misc,0.14,,,7.13,,E
9297,Salt Lake 2002,PS2,2002.0,Sports,0.14,49.0,11.0,3.5,6.0,E
9298,ESPN MLB Baseball,XB,2004.0,Sports,0.14,,,,,
9299,Gladius,XB,2003.0,Strategy,0.14,79.0,31.0,8.5,22.0,T
9300,Legends of Wrestling,XB,2002.0,Fighting,0.14,65.0,10.0,5.8,4.0,T
9301,Queen's Gate: Spiral Chaos,PSP,2011.0,Role-Playing,0.14,,,,,
9302,Nayuta no Kiseki,PSP,2012.0,Action,0.14,,,,,
9303,Magnetica,DS,2006.0,Puzzle,0.14,68.0,33.0,8.1,11.0,E
9304,Red Orchestra 2: Heroes of Stalingrad,PC,2011.0,Shooter,0.14,76.0,49.0,7.3,729.0,M
9305,Spy Hunter 2,XB,2003.0,Racing,0.13,57.0,22.0,7.13,,T
9306,Open Season,DS,2006.0,Platform,0.13,72.0,4.0,7.13,,E
9307,Avatar: The Last Airbender - The Burning Earth,X360,2007.0,Action,0.13,,,,,
9308,LEGO The Lord of the Rings,DS,2012.0,Action,0.13,,,7.13,,E10+
9309,Backyard Soccer,PS,2001.0,Sports,0.13,,,7.13,,E
9310,Imagine: Fashion Stylist,DS,2010.0,Simulation,0.13,,,7.13,,E
9311,Final Fantasy XI: Rise of the Zilart,PS2,2003.0,Role-Playing,0.13,,,,,
9312,Your Shape: Fitness Evolved 2013,WiiU,2012.0,Action,0.13,76.0,8.0,6.3,16.0,E10+
9313,Monster Jam,DS,2007.0,Racing,0.13,,,7.13,,E
9314,James Bond 007: Nightfire,GBA,2003.0,Shooter,0.13,66.0,6.0,8.1,9.0,T
9315,Let's Play Ballerina,DS,2010.0,Sports,0.13,,,7.13,,
9316,Nobunaga no Yabou: Tendou,PS3,2010.0,Strategy,0.13,,,,,
9317,Back At The Barnyard: Slop Bucket Games,DS,2008.0,Sports,0.13,49.0,4.0,7.13,,E
9318,Medalot 7,3DS,2012.0,Action,0.13,,,,,
9319,Bio FREAKS,PS,1998.0,Action,0.13,,,,,
9320,Little League World Series Baseball 2009,DS,2009.0,Sports,0.13,,,7.13,,E
9321,Castlevania Chronicles,PS,2001.0,Platform,0.13,69.0,16.0,7.0,13.0,T
9322,Suzumiya Haruhi no Tomadoi,PS2,2008.0,Adventure,0.13,,,,,
9323,International Cricket 2010,X360,2010.0,Sports,0.13,,,,,
9324,GoldenEye 007 (2010),DS,2010.0,Action,0.13,,,,,
9325,Bratz,GBA,2002.0,Platform,0.13,,,7.13,,E
9326,Pinball Hall of Fame: The Gottlieb Collection,Wii,2006.0,Misc,0.13,,,7.13,,E
9327,King Arthur,PS2,2004.0,Action,0.13,59.0,22.0,8.0,10.0,T
9328,FIFA Street 2,PSP,2006.0,Sports,0.13,58.0,6.0,6.9,17.0,E
9329,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,PS2,2005.0,Misc,0.13,,,,,
9330,The Guy Game,PS2,2004.0,Misc,0.13,48.0,20.0,6.7,13.0,M
9331,Rurouni Kenshin: Enjou! Kyoto Rinne,PS2,2006.0,Action,0.13,,,,,
9332,Blade II,XB,2002.0,Action,0.13,53.0,20.0,4.0,4.0,M
9333,Rogue Warrior,PS3,2009.0,Shooter,0.13,27.0,24.0,2.8,66.0,M
9334,Suikoden: Tsumugareshi Hyakunen no Toki,PSP,2012.0,Role-Playing,0.13,,,,,
9335,Baseball Advance,GBA,2002.0,Sports,0.13,80.0,16.0,7.8,5.0,E
9336,Nicktoons: MLB,X360,2011.0,Sports,0.13,,,7.6,7.0,E
9337,Shonen Jump's One Piece: Grand Battle,PS2,2005.0,Fighting,0.13,,,,,
9338,Learn Math,DS,2009.0,Puzzle,0.13,,,7.13,,E
9339,Nitrobike,Wii,2008.0,Racing,0.13,49.0,22.0,7.1,7.0,E10+
9340,Cruise Ship Vacation Games,Wii,2009.0,Puzzle,0.13,,,7.13,,E
9341,Pro Yaky? Spirits 6,PS2,2009.0,Sports,0.13,,,,,
9342,Paperboy / Rampage,GBA,2005.0,Misc,0.13,,,7.13,,E
9343,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,DS,2010.0,Role-Playing,0.13,,,,,
9344,Vampire Moon: The Mystery of the Hidden Sun,DS,2010.0,Adventure,0.13,50.0,8.0,7.13,,E
9345,Sentou Kokka Air Land Battle,PS,1995.0,Strategy,0.13,,,,,
9346,Quick Yoga Training,DS,2008.0,Misc,0.13,,,7.13,,E
9347,Attack on Titan (KOEI),PSV,2016.0,Action,0.13,,,,,
9348,NTRA Breeders' Cup World Thoroughbred Championships,PS2,2005.0,Simulation,0.13,,,,,
9349,Hulk Hogan's Main Event,X360,2011.0,Fighting,0.13,26.0,4.0,2.2,20.0,T
9350,Tak 2: The Staff of Dreams,XB,2004.0,Platform,0.13,73.0,25.0,7.13,,E
9351,Destroy All Humans! Big Willy Unleashed,Wii,2008.0,Action,0.13,,,,,
9352,Retro Atari Classics,DS,2005.0,Misc,0.13,51.0,17.0,3.7,7.0,E
9353,Imagine: Fashion Designer,3DS,2011.0,Simulation,0.13,,,7.13,,E
9354,Need for Speed Underground 2,DS,2005.0,Racing,0.13,65.0,13.0,7.0,25.0,E
9355,My Spanish Coach,PSP,2008.0,Misc,0.13,,,7.13,,E
9356,Ys: The Ark of Napishtim,PS2,2005.0,Role-Playing,0.13,72.0,35.0,8.8,14.0,T
9357,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,2016.0,Action,0.13,,,,,
9358,Dragon Age Origins: Awakening,PC,2010.0,Role-Playing,0.13,,,,,
9359,Azure Dreams,PS,1997.0,Role-Playing,0.13,,,,,
9360,Divinity II: The Dragon Knight Saga,X360,2010.0,Role-Playing,0.13,72.0,13.0,7.8,50.0,M
9361,SingStar Latino,PS2,2007.0,Misc,0.13,,,7.13,,T
9362,Kung Fu Panda 2,Wii,2011.0,Action,0.13,,,,,
9363,NHL 2K8,X360,2007.0,Sports,0.13,71.0,43.0,7.4,16.0,E10+
9364,Pro Baseball Spirits 2015,PSV,2015.0,Action,0.13,,,,,
9365,Haunted House,Wii,2010.0,Action,0.13,41.0,6.0,7.13,,E10+
9366,Top Spin 3,DS,2008.0,Action,0.13,65.0,12.0,7.13,,E
9367,Syberia,DS,2008.0,Action,0.13,52.0,10.0,7.13,,T
9368,Kurt Warner's Arena Football Unleashed,PS,2000.0,Sports,0.13,,,,,
9369,Puzzle Kingdoms,DS,2009.0,Puzzle,0.13,64.0,12.0,6.3,4.0,E10+
9370,Hyperdimension Neptunia,PSV,2013.0,Role-Playing,0.13,,,,,
9371,Life is Strange,XOne,2016.0,Adventure,0.13,85.0,4.0,8.7,123.0,M
9372,Suite PreCure: Melody Collection,DS,2011.0,Misc,0.13,,,,,
9373,NHL 2K9,PS2,2008.0,Sports,0.13,,,6.7,7.0,E10+
9374,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,2008.0,Role-Playing,0.13,79.0,23.0,8.7,26.0,M
9375,Rogue Ops,XB,2003.0,Action,0.13,63.0,24.0,7.13,,M
9376,NBA Hoopz,PS,2001.0,Sports,0.13,,,7.13,,E
9377,Transworld Surf,XB,,Sports,0.13,76.0,25.0,7.13,,T
9378,History Civil War: Secret Missions,X360,2008.0,Shooter,0.13,,,,,
9379,MLB 11: The Show,PS2,2011.0,Sports,0.13,,,6.2,6.0,E
9380,Castrol Honda Superbike Racing,PS,1998.0,Racing,0.13,,,,,
9381,X-Blades,PS3,2009.0,Action,0.13,50.0,31.0,5.9,15.0,M
9382,Teenage Mutant Ninja Turtles: Danger of the Ooze,3DS,2014.0,Adventure,0.13,,,7.13,,E10+
9383,Army Men: Green Rogue,PS2,2001.0,Action,0.13,39.0,13.0,3.8,4.0,T
9384,Chessmaster,XB,2004.0,Misc,0.13,79.0,12.0,9.0,6.0,E
9385,Brain Assist,DS,2007.0,Misc,0.13,53.0,17.0,7.13,,E
9386,Freddi Fish: ABC under the sea,DS,2008.0,Misc,0.13,,,,,
9387,Adventures to Go!,PSP,2008.0,Role-Playing,0.13,,,,,
9388,Monster Rancher DS,DS,2008.0,Role-Playing,0.13,58.0,4.0,7.13,,E
9389,Peter Jackson's King Kong: The Official Game of the Movie,DS,2005.0,Action,0.13,28.0,5.0,3.2,32.0,T
9390,Superman: The Man of Steel,XB,2002.0,Action,0.13,44.0,19.0,6.0,11.0,T
9391,Kororinpa: Marble Mania,Wii,2006.0,Puzzle,0.13,69.0,39.0,8.7,21.0,E
9392,Ken to Mahou to Gakuen Mono. 3,PSP,2010.0,Role-Playing,0.13,,,,,
9393,The Flintstones: Bedrock Bowling,PS,2000.0,Sports,0.13,,,,,
9394,NHL 2003,GC,2002.0,Sports,0.13,79.0,13.0,6.3,4.0,E
9395,Chicken Run,PS,2000.0,Adventure,0.13,75.0,7.0,6.2,6.0,E
9396,Injustice: Gods Among Us,PSV,2013.0,Fighting,0.13,,,,,
9397,Fatal Inertia,X360,2007.0,Racing,0.13,61.0,30.0,4.2,19.0,E10+
9398,Over the Hedge: Hammy Goes Nuts!,DS,2006.0,Platform,0.13,,,,,
9399,Phantom Brave: We Meet Again,Wii,2009.0,Role-Playing,0.13,76.0,12.0,7.1,15.0,T
9400,NHL 2K9,PS3,2008.0,Sports,0.13,70.0,21.0,7.13,,E10+
9401,Shining Force III,SAT,1997.0,Strategy,0.13,,,,,
9402,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011.0,Sports,0.13,,,,,
9403,Tales of the Heroes: Twin Brave,PSP,2012.0,Role-Playing,0.13,,,,,
9404,WWE Survivor Series,GBA,2004.0,Fighting,0.13,55.0,12.0,8.2,5.0,T
9405,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,DS,2006.0,Action,0.13,,,,,
9406,Kung-Fu: High Impact,X360,2011.0,Action,0.13,56.0,18.0,7.8,20.0,T
9407,Euro Truck Simulator 2,PC,2012.0,Action,0.13,79.0,17.0,8.7,992.0,
9408,Bakugan: Battle Trainer,DS,2010.0,Action,0.13,,,,,
9409,Super Robot Wars BX,3DS,2015.0,Action,0.13,,,,,
9410,Tomb Raider: Legend,XB,2006.0,Action,0.13,82.0,40.0,7.2,13.0,T
9411,Nagano Winter Olympics '98,PS,1997.0,Sports,0.13,,,,,
9412,I Spy: Universe,DS,2010.0,Puzzle,0.13,,,7.13,,E
9413,Ninjatown,DS,2008.0,Strategy,0.13,80.0,40.0,8.3,21.0,E
9414,Warcraft III: Reign of Chaos,PC,2002.0,Strategy,0.13,92.0,40.0,9.1,1023.0,T
9415,Winning Post 5,PS2,2001.0,Sports,0.13,,,,,
9416,Frogger Beyond,GC,2002.0,Platform,0.13,60.0,6.0,7.2,5.0,E
9417,Lord of the Rings: Tactics,PSP,2005.0,Strategy,0.13,,,,,
9418,RPG Maker II,PS2,2002.0,Role-Playing,0.13,65.0,9.0,8.8,77.0,E
9419,The Oregon Trail,3DS,2011.0,Simulation,0.13,,,,,
9420,Alone in the Dark: Inferno,PS3,2008.0,Adventure,0.13,69.0,25.0,5.6,50.0,M
9421,TRON: Evolution,PSP,2010.0,Action,0.13,,,7.13,,E10+
9422,Gravity Rush Remastered,PS4,2015.0,Action,0.13,80.0,62.0,8.2,153.0,T
9423,Destruction Derby Arenas,PS2,2004.0,Racing,0.13,57.0,27.0,7.8,14.0,T
9424,Dengeki Bunko Fighting Climax,PSV,2014.0,Fighting,0.13,75.0,7.0,8.5,28.0,T
9425,MLB Power Pros 2008,Wii,2008.0,Sports,0.13,79.0,16.0,8.7,21.0,E
9426,Littlest Pet Shop: Spring,DS,2009.0,Simulation,0.13,,,7.13,,E
9427,The Unholy War,PS,1998.0,Strategy,0.13,,,,,
9428,Cabela's Dangerous Hunts 2009,X360,2008.0,Sports,0.13,42.0,4.0,7.13,,T
9429,Rumble Roses XX,X360,2006.0,Fighting,0.13,62.0,54.0,6.6,28.0,M
9430,Total War: WARHAMMER,PC,2016.0,Strategy,0.13,86.0,77.0,7.3,556.0,T
9431,Wantame Music Channel: Doko Demo Style,DS,2007.0,Misc,0.13,,,,,
9432,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GBA,2005.0,Platform,0.13,,,,,
9433,Shaman King: Power of Spirit,PS2,2004.0,Adventure,0.13,54.0,9.0,8.2,17.0,T
9434,Anno 1701: Dawn of Discovery,DS,2007.0,Simulation,0.13,78.0,14.0,7.5,19.0,E
9435,Soccer Tsuku DS: World Challenge 2010,DS,2010.0,Sports,0.13,,,,,
9436,The BIGS 2,PS3,2009.0,Sports,0.13,80.0,18.0,7.6,16.0,E10+
9437,LEGO Legends of Chima: Laval's Journey,PSV,2013.0,Adventure,0.13,64.0,5.0,6.6,8.0,E10+
9438,DreamWorks Super Star Kartz,Wii,2011.0,Racing,0.13,,,7.13,,E
9439,Contra III: The Alien Wars,SNES,1992.0,Shooter,0.13,,,,,
9440,The Amazing Race,Wii,2010.0,Misc,0.13,,,7.13,,E
9441,Dead to Rights: Reckoning,PSP,2005.0,Shooter,0.13,54.0,26.0,7.2,22.0,M
9442,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3DS,2011.0,Role-Playing,0.13,,,,,
9443,NBA 08,PS3,2007.0,Sports,0.13,63.0,37.0,6.0,4.0,E
9444,Hasbro Family Fun Pack,XOne,2015.0,Misc,0.13,,,7.13,,E10+
9445,Amagami,PS2,2009.0,Adventure,0.13,,,,,
9446,No Fear Downhill Mountain Biking,PS,1998.0,Sports,0.13,,,,,
9447,NCIS,Wii,2011.0,Adventure,0.13,,,7.13,,T
9448,The IdolM@ster: One for All,PS3,2014.0,Misc,0.13,,,,,
9449,Fire ProWrestling,GBA,2001.0,Fighting,0.13,,,,,
9450,Eternal Poison (JP sales),PS2,2008.0,Role-Playing,0.13,,,,,
9451,Mission: Impossible - Operation Surma,XB,2003.0,Platform,0.13,67.0,27.0,6.8,4.0,T
9452,Legendary,PS3,2008.0,Shooter,0.13,50.0,31.0,7.1,31.0,M
9453,Chuck E. Cheese's Game Room,DS,2010.0,Misc,0.13,,,7.13,,E
9454,MX 2002 Featuring Ricky Carmichael,XB,2001.0,Racing,0.13,74.0,15.0,7.13,,E
9455,Romance of the Three Kingdoms IV: Wall of Fire,PS,1995.0,Strategy,0.13,,,,,
9456,Illusion of Gaia,SNES,1993.0,Role-Playing,0.13,,,,,
9457,Batman: Arkham Knight,PC,2015.0,Action,0.13,70.0,14.0,2.5,1967.0,M
9458,Disney's Kim Possible: Kimmunicator,DS,2005.0,Platform,0.13,61.0,14.0,7.5,4.0,E
9459,Mega Man Anniversary Collection,XB,2005.0,Platform,0.13,80.0,12.0,9.2,5.0,E
9460,Sally's Salon,DS,2008.0,Simulation,0.13,,,7.13,,E
9461,Disruptor,PS,1995.0,Shooter,0.13,,,,,
9462,Pro Evolution Soccer 2017,PS3,2016.0,Sports,0.13,,,7.2,19.0,E
9463,Zoobles! Spring to Life!,DS,2011.0,Misc,0.13,,,,,
9464,Diablo II,PC,2000.0,Role-Playing,0.13,88.0,34.0,8.8,1056.0,M
9465,Shrek Smash n' Crash Racing,GC,2006.0,Racing,0.13,,,3.1,7.0,E
9466,F1 2011,PSV,2011.0,Racing,0.13,66.0,27.0,6.2,25.0,E
9467,Drakengard 2,PS2,2005.0,Role-Playing,0.13,58.0,34.0,5.5,49.0,M
9468,Ben 10 Galactic Racing,DS,2011.0,Racing,0.13,,,7.13,,E
9469,Grand Knights History,PSP,2011.0,Role-Playing,0.13,,,,,
9470,Scene It? Bright Lights! Big Screen!,PS3,2009.0,Misc,0.13,,,,,
9471,Harvest Moon DS (jp sales),DS,2005.0,Simulation,0.13,,,,,
9472,Castlevania: Legacy of Darkness,N64,1999.0,Platform,0.13,,,,,
9473,Sin and Punishment,N64,2000.0,Shooter,0.13,,,,,
9474,NBA Jam 2000,N64,1999.0,Sports,0.13,,,,,
9475,Sonic Riders,XB,2006.0,Racing,0.13,56.0,33.0,8.1,7.0,E
9476,Shrek Super Party,XB,2002.0,Misc,0.13,33.0,9.0,8.0,11.0,E
9477,Venetica,X360,2010.0,Role-Playing,0.13,42.0,14.0,7.3,18.0,T
9478,Rally Fusion: Race of Champions,PS2,2002.0,Racing,0.13,73.0,19.0,7.13,,E
9479,The House of the Dead,SAT,1997.0,Shooter,0.13,,,,,
9480,Transformers: Prime,WiiU,2012.0,Action,0.13,,,,,
9481,Persona 4: Arena,X360,2012.0,Fighting,0.13,83.0,21.0,7.3,60.0,T
9482,Street Fighter IV,PC,,Fighting,0.13,91.0,23.0,8.0,352.0,T
9483,Cabela's Alaskan Adventure,X360,2006.0,Sports,0.13,48.0,11.0,5.6,17.0,T
9484,RealSports Volleyball,2600,1981.0,Sports,0.13,,,,,
9485,Heroes of the Pacific,XB,2005.0,Simulation,0.13,76.0,33.0,8.2,5.0,T
9486,RollerCoaster Tycoon,XB,2003.0,Strategy,0.13,62.0,8.0,8.3,12.0,E
9487,NightCaster,XB,2002.0,Action,0.13,61.0,27.0,5.7,7.0,T
9488,FIFA World Cup Germany 2006,GC,2006.0,Sports,0.13,76.0,17.0,6.2,5.0,E
9489,Space Camp,Wii,2009.0,Action,0.13,,,6.2,5.0,E
9490,Hitman 2: Silent Assassin,GC,2003.0,Action,0.13,83.0,17.0,5.5,8.0,M
9491,Lovely Lisa and Friends,DS,2010.0,Simulation,0.13,,,7.13,,
9492,Digimon Racing,GBA,2004.0,Racing,0.13,62.0,10.0,7.13,,E
9493,All Star Cheer Squad 2,Wii,2009.0,Sports,0.13,,,7.13,,E
9494,Ape Escape 3,PS2,2005.0,Platform,0.13,77.0,51.0,8.5,22.0,E10+
9495,"Crouching Tiger, Hidden Dragon",PS2,2003.0,Action,0.13,48.0,26.0,3.7,6.0,T
9496,Final Fantasy XIV: Heavensward,PS4,2015.0,Action,0.13,86.0,20.0,7.6,225.0,T
9497,Last Bronx,SAT,1996.0,Fighting,0.13,,,,,
9498,Secret Agent Clank,PSP,2008.0,Platform,0.13,72.0,56.0,7.8,35.0,E10+
9499,Barbie and the Three Musketeers,DS,2009.0,Adventure,0.13,,,7.13,,E
9500,Science Papa,Wii,2009.0,Misc,0.13,,,7.13,,E
9501,Momotaro Douchuuki,SAT,1997.0,Misc,0.13,,,,,
9502,Iridion II,GBA,2003.0,Shooter,0.13,78.0,13.0,7.13,,E
9503,Whiplash,PS2,2003.0,Racing,0.13,66.0,32.0,8.7,15.0,T
9504,007: Quantum of Solace,DS,2008.0,Action,0.13,65.0,10.0,7.13,,T
9505,Family Fortunes,Wii,2009.0,Misc,0.13,,,,,
9506,Borderlands: Double Game Add-On Pack,X360,2010.0,Shooter,0.13,,,7.13,,M
9507,Farming Simulator 2011,PC,2010.0,Simulation,0.13,,,7.0,23.0,E
9508,Watch Dogs,WiiU,2014.0,Action,0.13,62.0,15.0,6.4,162.0,M
9509,BlazBlue: Continuum Shift II,PSP,2011.0,Fighting,0.13,77.0,8.0,6.8,10.0,T
9510,Summon Night: Twin Age,DS,2007.0,Role-Playing,0.13,73.0,21.0,7.2,11.0,E10+
9511,Spider-Man: Battle for New York,DS,2006.0,Platform,0.13,68.0,13.0,6.9,8.0,E10+
9512,Pop'n Music Portable,PSP,2010.0,Misc,0.13,,,,,
9513,Nintendo Puzzle Collection,GC,,Puzzle,0.13,,,,,
9514,Destroy All Humans! Path of the Furon,X360,2008.0,Action,0.13,,,,,
9515,Army Men: Soldiers of Misfortune,Wii,2008.0,Shooter,0.13,,,2.5,6.0,E
9516,Game Party: Champions,WiiU,2012.0,Action,0.13,24.0,8.0,3.5,21.0,E
